User,CI,CPRs,MPRs,Cts,Reviews
lal-solute,4,1,1,3,(null)
luiseevaquer,4,1,1,3,(null)
ozono,4,2,(null),1,2
randall-vx,4,1,1,3,(null)
thewarat-tao,4,1,(null),1,2
yweng8111,4,(null),2,1,1
Ahz9619,4,(null),(null),(null),4
BT-jcolmeiro,4,1,1,1,1
BT-ojossen,4,(null),(null),(null),4
BT-ssteiner,4,(null),(null),(null),4
BenjaHe,4,1,(null),1,2
DinamicheAziendali,4,(null),(null),1,3
GeysonTrey,4,(null),(null),1,3
OscarIndias,4,1,(null),1,2
ShehbajTechultra,4,(null),(null),(null),4
TomAlbrechtQuatra,4,(null),(null),(null),4
Yoana-RB,4,(null),1,1,2
angelvilaplana,4,1,2,1,(null)
atangaraj,4,(null),(null),(null),4
azubieta,4,1,(null),1,2
bnisevic,4,(null),(null),(null),4
diamondnguyenkc,4,(null),4,(null),(null)
fb-ife,4,(null),(null),1,3
hugho-ad,4,(null),(null),1,3
james-willdooit,4,1,(null),1,2
labour-angus,4,(null),4,(null),(null)
maurochip,4,1,(null),(null),3
stevech091,4,(null),(null),(null),4
torojur25,4,(null),(null),(null),4
zuher83,4,1,1,1,1
Gokac9,3,10,(null),(null),(null)
twinslady1612,3,11,(null),(null),(null)
UtsavSerpentCS,3,7,(null),(null),(null)
widadelbekkouri-odoo,3,8,(null),(null),(null)
marionumza,3,3,(null),1,(null)
DinhVanKhanh-HCMC,3,7,(null),(null),(null)
Bart-dh,3,(null),(null),8,(null)
andyengit,3,5,(null),1,(null)
guidotermo,3,(null),(null),8,(null)
maxhe2014,3,3,(null),3,(null)
CHunYenc,3,3,(null),3,(null)
Cl0ut1eR,3,2,(null),4,(null)
FREDDYGAMBOABEDOR,3,3,(null),1,(null)
SebastianLloret,3,2,(null),3,(null)
aaladro-kernet,3,(null),1,6,(null)
adrienpeiffer,3,2,(null),3,(null)
andres-pcg,3,(null),(null),7,(null)
antonyht27,3,1,(null),4,(null)
dtec-landoo,3,1,(null),6,(null)
emi-odoo,3,1,(null),5,(null)
etoimene,3,(null),(null),7,(null)
mdurepos,3,4,(null),1,(null)
peregrine-2024,3,(null),(null),7,(null)
ramzeta,3,3,(null),1,(null)
rivo2302,3,3,(null),2,(null)
sherpya,3,1,(null),5,(null)
JayaramRangaraj,3,1,(null),4,(null)
hs-oerp,3,(null),1,5,(null)
jappi00,3,(null),1,5,(null)
juppe,3,4,1,(null),(null)
moitabenfdz,3,1,(null),1,1
omalbastin,3,1,(null),4,(null)
squpvc,3,3,(null),2,(null)
zalei-odoo,3,(null),(null),5,1
AndreMarcos,3,3,(null),1,(null)
JohnnyVM,3,1,(null),3,(null)
Lionel-cl,3,1,(null),3,(null)
Lukwos,3,1,(null),3,(null)
LuvForAirplanes,3,(null),(null),4,1
MrTango,3,(null),(null),2,2
OsoTranquilo,3,1,(null),(null),2
PrabhuAppalapuriSAMSA-IT,3,3,(null),1,(null)
QuiJoQuim,3,2,(null),2,(null)
alejandrotrey,3,3,(null),2,(null)
bjkumal,3,2,(null),(null),2
deepa4lok,3,2,(null),2,(null)
dynapps,3,(null),(null),2,2
myrrkel,3,1,1,2,(null)
nachoserra-domatix,3,1,(null),(null),2
paku1036,3,1,(null),2,1
risto42,3,1,(null),4,(null)
sakthi-shan,3,2,1,1,(null)
woutswennen,3,1,1,1,(null)
Alexis-SDK,3,(null),(null),3,1
AlienAtSystem,3,(null),(null),2,2
Cedric-Pigeon,3,(null),(null),1,2
DonsWayo,3,1,1,2,(null)
FranciscoExposito,3,(null),(null),3,1
InformatiqueProg,3,1,(null),2,1
IrluiDev,3,1,2,(null),(null)
Jay2163,3,3,(null),(null),1
JohanEndare,3,3,(null),1,(null)
KKamaa,3,2,(null),1,1
LuisAlejandroS,3,1,1,(null),1
RobbeDynapps,3,(null),(null),2,2
SaraDForgeFlow,3,2,2,(null),(null)
Shubham-records,3,1,(null),3,(null)
adavid-tsc,3,1,1,2,(null)
alesisjoan,3,1,(null),3,(null)
ali997-code,3,2,2,(null),(null)
bud-e,3,(null),(null),1,2
davejames,3,1,(null),2,1
emadshaaban92,3,3,1,(null),(null)
gregory-moka,3,(null),(null),3,1
laiaespinosa,3,(null),(null),3,1
manuel-florido,3,(null),(null),2,2
mide-dynapps,3,1,(null),3,(null)
niboo-ave,3,1,1,2,(null)
niyasraphy,3,1,1,2,(null)
ossimantylahti,3,1,1,2,(null)
pandeussilvae,3,1,(null),3,(null)
percevaq,3,(null),(null),3,1
rquevedo,3,1,1,2,(null)
saeed-raeisi,3,(null),(null),2,2
siemenv,3,1,1,1,(null)
tli-asl,3,1,(null),(null),2
viniciusilveira,3,1,1,2,(null)
zaoral,3,(null),1,2,1
Atyors,3,1,1,1,(null)
DjodyKort,3,1,(null),(null),2
GuenterSelbertSAMSA-IT,3,1,1,1,(null)
JavierGalera8,3,(null),(null),(null),3
Joaco1980,3,(null),(null),1,2
JorgeQuinteros,3,(null),(null),1,2
Katulos,3,1,1,1,(null)
Youstina-NR,2,4,(null),(null),(null)
EdgarRetes,2,(null),2,(null),(null)
juhenriquez,2,6,(null),(null),(null)
Thinh240900,2,6,(null),(null),(null)
alexeirivera87,2,2,(null),1,(null)
nivels-oca-team,2,4,(null),(null),(null)
AnmollGarg,2,4,(null),(null),(null)
dcamacho20,2,5,(null),(null),(null)
fd-oerp,2,2,(null),1,(null)
niboo-vli,2,4,(null),(null),(null)
sudhir-erpharbor,2,5,(null),(null),(null)
Darumait,2,4,(null),(null),(null)
carlosdynapps,2,(null),2,(null),(null)
coffeinisfun,2,(null),1,1,(null)
hugomartineznetkia,2,(null),(null),4,(null)
luciaavanzosc,2,5,(null),(null),(null)
marylla,2,(null),(null),6,(null)
tate11,2,(null),(null),6,(null)
AbhishekkumarReddy,2,(null),(null),5,(null)
AnsarLatif,2,(null),(null),5,(null)
Botakely,2,2,(null),1,(null)
CrazyIFriT,2,(null),(null),5,(null)
Guidomadormo,2,3,(null),(null),(null)
RLeeOSI,2,2,(null),1,(null)
Urvisha-OSI,2,(null),2,(null),(null)
abenzbiria,2,(null),(null),4,(null)
alessandrocamilli,2,3,(null),(null),(null)
azmeuk,2,(null),(null),5,(null)
danielalvaro1999,2,3,(null),(null),(null)
gjlong68,2,(null),(null),5,(null)
janikvonrotz,2,1,(null),2,(null)
luke-stdev001,2,(null),(null),5,(null)
mariano-aferrari,2,(null),(null),5,(null)
nedaszilinskas,2,1,1,(null),(null)
BT-sschmid,2,1,(null),1,(null)
G02-Manuel,2,(null),(null),3,(null)
GuillermoD5,2,1,(null),2,(null)
Lopsanz,2,1,(null),2,(null)
Mantux11,2,(null),(null),3,(null)
Peluko,2,3,(null),(null),(null)
RemiFr82,2,(null),1,1,(null)
YvanDotet,2,(null),(null),4,(null)
abdullahoday710,2,1,(null),2,(null)
adnankkapasi,2,(null),(null),4,(null)
adriapalleja,2,(null),(null),1,1
anikeenko-viktor,2,1,(null),1,(null)
dedinside1337,2,1,1,(null),(null)
eikido18,2,(null),(null),4,(null)
ericchew87,2,(null),(null),3,(null)
jaakkom,2,(null),(null),4,(null)
loic-mtrl,2,2,1,(null),(null)
lorenzomorandini,2,(null),(null),4,(null)
makayabou,2,(null),(null),4,(null)
mrsazin,2,2,1,(null),(null)
mtelahun,2,2,(null),(null),1
mylbco,2,(null),(null),4,(null)
nihelgabsi-acsone,2,4,(null),(null),(null)
qappsuy,2,2,(null),1,(null)
realsaiko,2,1,(null),2,(null)
robinkeunen,2,1,(null),1,(null)
stferraro,2,2,(null),1,(null)
terralogia,2,1,(null),2,(null)
thomaspot,2,1,(null),2,(null)
AxelPrel,2,(null),(null),3,(null)
BT-aleonard,2,(null),(null),1,1
Daniel-Melian,2,(null),(null),2,1
DemchukM,2,1,(null),(null),1
GenisEMAS,2,1,(null),1,(null)
Giuliano69,2,1,(null),1,(null)
LFer,2,1,(null),1,(null)
dsolanki-initos,1,(null),1,(null),(null)
MarioLM-23,1,(null),1,(null),(null)
QuocDuong1306,1,(null),1,(null),(null)
ndd-odoo,1,(null),1,(null),(null)
IT-Ideas,1,(null),1,(null),(null)
PauBForgeFlow,1,(null),1,(null),(null)
dani-xtendoo,1,1,(null),(null),(null)
fanchlegal,1,2,(null),(null),(null)
BernatPForgeFlow,1,(null),1,(null),(null)
JChuc,1,2,(null),(null),(null)
Simelie,1,2,(null),(null),(null)
aaltinisik,1,2,(null),(null),(null)
braisab,1,2,(null),(null),(null)
chafique-delli,1,(null),(null),(null),1
dochse,1,2,(null),(null),(null)
idreamoferp,1,2,(null),(null),(null)
juanparmer,1,2,(null),(null),(null)
kobfolson,1,(null),(null),1,(null)
letzdoo-js,1,1,(null),(null),(null)
mreinoso-aynitics,1,2,(null),(null),(null)
pablo-lp,1,2,(null),(null),(null)
paula-fernandez-sanchez03,1,2,(null),(null),(null)
samantaslimbook,1,2,(null),(null),(null)
techgrrow,1,1,(null),(null),(null)
tokiniainaLANJANOMENA,1,2,(null),(null),(null)
Ana-Iarajuli,1,(null),1,(null),(null)
David-Luis-Mora,0,(null),(null),(null),(null)
Mikheil-21,0,(null),(null),(null),(null)
SoporteOperu,0,(null),(null),(null),(null)
aiendry-aktivsoftware,0,(null),(null),(null),(null)
elheit,0,(null),(null),(null),(null)
Naraka,0,(null),(null),(null),(null)
